From Tx #;Long;Lat;Callsign;Address;Rad. Power (W);Height (m);Azimuth (deg);Antenna;To Rx #;Long;Lat;Callsign;Address;Height (m);Azimuth (deg);Antenna;FSR dBuV/m;Pr dBm; ToA us;cx #;Frequency MHz;Polar;Distance m;Azimuth Tx->Rx (deg);Tilt Tx->Rx (deg);Azimuth Rx->Tx (deg);Tilt Rx->Tx (deg);Ant_Tx_atten (dB);Ant_Rx_atten (dB);Path loss (dB);Path;Resolution (m)
8;128.460358;37.592496;MU07;MU;1.000000;30.00;0.00;;1;128.574875;37.651914;CC;CC;30.00;0.00;;11.0;-129.34;40.26;1;1429.5;V;12069.40;57.18;-1.34;237.18;1.34;0.0;0.0;159.3;NLOS;20.00
8;128.460358;37.592496;MU07;MU;1.000000;30.00;0.00;;6;128.487701;37.635163;MU05;MU;30.00;0.00;;60.3;-80.03;17.73;1;1429.5;V;5315.14;27.34;-1.47;207.34;1.47;0.0;0.0;110.0;LOS;20.00
8;128.460358;37.592496;MU07;MU;1.000000;30.00;0.00;;7;128.458786;37.621331;MU06;MU;30.00;0.00;;37.0;-103.35;10.68;1;1429.5;V;3202.67;357.85;-0.92;177.85;0.92;0.0;0.0;133.4;NLOS;20.00
8;128.460358;37.592496;MU07;MU;1.000000;30.00;0.00;;9;128.555313;37.702134;MU08;MU;30.00;0.00;;28.9;-111.42;49.26;1;1429.5;V;14769.27;34.85;-0.22;214.85;0.22;0.0;0.0;141.4;NLOS;20.00
8;128.460358;37.592496;MU07;MU;1.000000;30.00;0.00;;10;128.521622;37.718586;MU09;MU;30.00;0.00;;51.3;-89.05;50.04;1;1429.5;V;15001.77;21.43;1.44;201.43;-1.44;0.0;0.0;119.0;LOS;20.00
8;128.460358;37.592496;MU07;MU;1.000000;30.00;0.00;;11;128.519592;37.751747;MU10;MU;30.00;0.00;;16.0;-124.37;61.46;1;1429.5;V;18426.42;16.78;0.77;196.78;-0.77;0.0;0.0;154.4;NLOS;20.00
8;128.460358;37.592496;MU07;MU;1.000000;30.00;0.00;;12;128.589874;37.605636;MU11;MU;30.00;0.00;;9.5;-130.84;38.45;1;1429.5;V;11525.59;83.02;-0.37;263.02;0.37;0.0;0.0;160.8;NLOS;20.00
8;128.460358;37.592496;MU07;MU;1.000000;30.00;0.00;;13;128.599914;37.593409;MU12;MU;30.00;0.00;;18.9;-121.39;41.11;1;1429.5;V;12323.20;89.81;1.29;269.81;-1.29;0.0;0.0;151.4;NLOS;20.00
8;128.460358;37.592496;MU07;MU;1.000000;30.00;0.00;;14;128.524039;37.731755;NODE01;RE;30.00;0.00;;27.2;-113.15;54.86;1;1429.5;V;16446.70;20.29;1.66;200.29;-1.66;0.0;0.0;143.1;NLOS;20.00
8;128.460358;37.592496;MU07;MU;1.000000;30.00;0.00;;15;128.524266;37.731756;NODE02;RE;30.00;0.00;;31.3;-109.04;54.88;1;1429.5;V;16453.76;20.35;1.68;200.35;-1.68;0.0;0.0;139.0;NLOS;20.00
9;128.555313;37.702134;MU08;MU;1.000000;30.00;0.00;;1;128.574875;37.651914;CC;CC;30.00;0.00;;39.4;-100.97;19.47;1;1429.5;V;5837.75;163.06;-2.26;343.06;2.26;0.0;0.0;131.0;NLOS;20.00
9;128.555313;37.702134;MU08;MU;1.000000;30.00;0.00;;2;128.650085;37.716153;MU01;MU;30.00;0.00;;24.3;-116.01;28.36;1;1429.5;V;8501.63;79.70;1.88;259.70;-1.88;0.0;0.0;146.0;NLOS;20.00
9;128.555313;37.702134;MU08;MU;1.000000;30.00;0.00;;3;128.679764;37.675137;MU02;MU;30.00;0.00;;19.3;-121.04;37.94;1;1429.5;V;11374.13;105.50;0.44;285.50;-0.44;0.0;0.0;151.0;NLOS;20.00
9;128.555313;37.702134;MU08;MU;1.000000;30.00;0.00;;4;128.731506;37.665173;MU03;MU;30.00;0.00;;9.3;-131.03;53.60;1;1429.5;V;16067.93;105.00;0.17;285.00;-0.17;0.0;0.0;161.0;NLOS;20.00
9;128.555313;37.702134;MU08;MU;1.000000;30.00;0.00;;5;128.703690;37.703319;MU04;MU;30.00;0.00;;-7.0;-147.30;43.63;1;1429.5;V;13080.33;89.65;0.21;269.65;-0.21;0.0;0.0;177.3;NLOS;20.00
9;128.555313;37.702134;MU08;MU;1.000000;30.00;0.00;;6;128.487701;37.635163;MU05;MU;30.00;0.00;;-1.4;-141.71;31.78;1;1429.5;V;9527.28;219.04;-0.57;39.04;0.57;0.0;0.0;171.7;NLOS;20.00
9;128.555313;37.702134;MU08;MU;1.000000;30.00;0.00;;7;128.458786;37.621331;MU06;MU;30.00;0.00;;1.7;-138.65;41.24;1;1429.5;V;12362.86;223.82;-0.07;43.82;0.07;0.0;0.0;168.6;NLOS;20.00
9;128.555313;37.702134;MU08;MU;1.000000;30.00;0.00;;8;128.460358;37.592496;MU07;MU;30.00;0.00;;28.9;-111.42;49.26;1;1429.5;V;14769.19;214.85;0.12;34.85;-0.12;0.0;0.0;141.4;NLOS;20.00
9;128.555313;37.702134;MU08;MU;1.000000;30.00;0.00;;10;128.521622;37.718586;MU09;MU;30.00;0.00;;63.9;-76.44;11.72;1;1429.5;V;3512.11;301.87;7.09;121.87;-7.09;0.0;0.0;106.4;LOS;20.00
9;128.555313;37.702134;MU08;MU;1.000000;30.00;0.00;;11;128.519592;37.751747;MU10;MU;30.00;0.00;;-5.1;-145.45;21.18;1;1429.5;V;6348.28;330.52;2.80;150.52;-2.80;0.0;0.0;175.5;NLOS;20.00
