From Tx #;Long;Lat;Callsign;Address;Rad. Power (W);Height (m);Azimuth (deg);Antenna;To Rx #;Long;Lat;Callsign;Address;Height (m);Azimuth (deg);Antenna;FSR dBuV/m;Pr dBm; ToA us;cx #;Frequency MHz;Polar;Distance m;Azimuth Tx->Rx (deg);Tilt Tx->Rx (deg);Azimuth Rx->Tx (deg);Tilt Rx->Tx (deg);Ant_Tx_atten (dB);Ant_Rx_atten (dB);Path loss (dB);Path;Resolution (m)
10;127.920181;37.599727;c507106;MU;89.125094;30.00;0.00;;6;127.885498;37.496299;c348296;MU;30.00;0.00;;27.2;-93.61;39.64;1;1429.5;V;11885.08;195.63;-1.81;15.63;1.81;0.0;0.0;162.6;NLOS;20.00
10;127.920181;37.599727;c507106;MU;89.125094;30.00;0.00;;8;128.085648;37.514649;c468113;MU;30.00;0.00;;21.6;-99.20;58.07;1;1429.5;V;17410.09;123.47;-1.14;303.47;1.14;0.0;0.0;168.2;NLOS;20.00
10;127.920181;37.599727;c507106;MU;89.125094;30.00;0.00;;14;127.829452;37.609948;c731109;MU;30.00;0.00;;55.1;-65.73;27.00;1;1429.5;V;8093.16;278.67;-0.74;98.67;0.74;0.0;0.0;134.7;NLOS;20.00
10;127.920181;37.599727;c507106;MU;89.125094;30.00;0.00;;17;127.795199;37.524308;NODE01;RE;30.00;0.00;;43.0;-97.31;46.22;1;1429.5;V;13857.29;233.51;-0.68;53.51;0.68;0.0;0.0;146.8;NLOS;20.00
11;127.849388;37.218784;c518928;MU;89.125094;30.00;0.00;;2;127.815529;37.344841;c075413;MU;30.00;0.00;;46.2;-74.61;47.72;1;1429.5;V;14305.85;348.55;-0.71;168.55;0.71;0.0;0.0;143.6;NLOS;20.00
11;127.849388;37.218784;c518928;MU;89.125094;30.00;0.00;;7;127.760826;37.209023;c388491;MU;30.00;0.00;;15.9;-104.90;26.50;1;1429.5;V;7943.02;262.91;-1.38;82.91;1.38;0.0;0.0;173.9;NLOS;20.00
12;128.076157;37.267337;c536883;MU;89.125094;30.00;0.00;;4;128.064728;37.405833;c151154;MU;30.00;0.00;;7.5;-113.29;51.39;1;1429.5;V;15406.38;356.80;1.00;176.80;-1.00;0.0;0.0;182.3;NLOS;20.00
12;128.076157;37.267337;c536883;MU;89.125094;30.00;0.00;;9;128.140076;37.379800;c475962;MU;30.00;0.00;;11.5;-109.32;45.76;1;1429.5;V;13717.42;24.92;-0.31;204.92;0.31;0.0;0.0;178.3;NLOS;20.00
12;128.076157;37.267337;c536883;MU;89.125094;30.00;0.00;;13;127.974724;37.381805;c647257;MU;30.00;0.00;;3.0;-117.81;51.90;1;1429.5;V;15559.46;325.37;-1.23;145.37;1.23;0.0;0.0;186.8;NLOS;20.00
13;127.974724;37.381805;c647257;MU;89.125094;30.00;0.00;;2;127.815529;37.344841;c075413;MU;30.00;0.00;;19.5;-101.29;49.03;1;1429.5;V;14698.14;254.45;-0.30;74.45;0.30;0.0;0.0;170.3;NLOS;20.00
13;127.974724;37.381805;c647257;MU;89.125094;30.00;0.00;;4;128.064728;37.405833;c151154;MU;30.00;0.00;;43.2;-77.61;28.05;1;1429.5;V;8407.99;72.08;4.08;252.08;-4.08;0.0;0.0;146.6;NLOS;20.00
13;127.974724;37.381805;c647257;MU;89.125094;30.00;0.00;;6;127.885498;37.496299;c348296;MU;30.00;0.00;;33.0;-87.83;49.93;1;1429.5;V;14968.87;328.77;0.37;148.77;-0.37;0.0;0.0;156.8;NLOS;20.00
13;127.974724;37.381805;c647257;MU;89.125094;30.00;0.00;;8;128.085648;37.514649;c468113;MU;30.00;0.00;;34.0;-86.78;59.07;1;1429.5;V;17707.29;34.23;0.42;214.23;-0.42;0.0;0.0;155.8;NLOS;20.00
13;127.974724;37.381805;c647257;MU;89.125094;30.00;0.00;;9;128.140076;37.379800;c475962;MU;30.00;0.00;;5.7;-115.09;48.79;1;1429.5;V;14626.46;91.41;0.95;271.41;-0.95;0.0;0.0;184.1;NLOS;20.00
13;127.974724;37.381805;c647257;MU;89.125094;30.00;0.00;;12;128.076157;37.267337;c536883;MU;30.00;0.00;;3.0;-117.81;51.90;1;1429.5;V;15558.87;145.37;1.12;325.37;-1.12;0.0;0.0;186.8;NLOS;20.00
13;127.974724;37.381805;c647257;MU;89.125094;30.00;0.00;;16;127.861694;37.414033;CC;CC;30.00;0.00;;39.4;-81.47;35.50;1;1429.5;V;10643.83;290.34;-0.14;110.34;0.14;0.0;0.0;150.5;NLOS;20.00
14;127.829452;37.609948;c731109;MU;89.125094;30.00;0.00;;3;127.825623;37.676426;c132767;MU;30.00;0.00;;45.8;-75.03;24.64;1;1429.5;V;7387.74;358.14;-1.85;178.14;1.85;0.0;0.0;144.0;NLOS;20.00
14;127.829452;37.609948;c731109;MU;89.125094;30.00;0.00;;6;127.885498;37.496299;c348296;MU;30.00;0.00;;18.1;-102.70;45.17;1;1429.5;V;13542.28;159.24;-1.18;339.24;1.18;0.0;0.0;171.7;NLOS;20.00
14;127.829452;37.609948;c731109;MU;89.125094;30.00;0.00;;10;127.920181;37.599727;c507106;MU;30.00;0.00;;55.1;-65.73;27.00;1;1429.5;V;8093.06;98.67;0.68;278.67;-0.68;0.0;0.0;134.7;NLOS;20.00
14;127.829452;37.609948;c731109;MU;89.125094;30.00;0.00;;17;127.795199;37.524308;NODE01;RE;30.00;0.00;;74.3;-66.00;33.25;1;1429.5;V;9967.69;198.36;-0.34;18.36;0.34;0.0;0.0;115.5;LOS;20.00
15;127.579781;37.475281;c844365;MU;89.125094;30.00;0.00;;1;127.630691;37.505817;c074123;MU;30.00;0.00;;52.2;-68.65;18.82;1;1429.5;V;5641.16;53.94;-0.83;233.94;0.83;0.0;0.0;137.7;NLOS;20.00
15;127.579781;37.475281;c844365;MU;89.125094;30.00;0.00;;5;127.596756;37.608521;c347570;MU;30.00;0.00;;8.6;-112.27;49.57;1;1429.5;V;14860.05;6.65;0.27;186.65;-0.27;0.0;0.0;181.3;NLOS;20.00
15;127.579781;37.475281;c844365;MU;89.125094;30.00;0.00;;17;127.795199;37.524308;NODE01;RE;30.00;0.00;;35.2;-105.17;66.08;1;1429.5;V;19811.46;74.84;0.85;254.84;-0.85;0.0;0.0;154.7;NLOS;20.00
16;127.861694;37.414033;CC;CC;89.125094;30.00;0.00;;2;127.815529;37.344841;c075413;MU;30.00;0.00;;8.4;-112.45;29.05;1;1429.5;V;8708.88;208.68;-0.33;28.68;0.33;0.0;0.0;181.5;NLOS;20.00
16;127.861694;37.414033;CC;CC;89.125094;30.00;0.00;;4;128.064728;37.405833;c151154;MU;30.00;0.00;;69.2;-51.63;60.06;1;1429.5;V;18004.95;93.57;1.92;273.57;-1.92;0.0;0.0;120.6;LOS;20.00
16;127.861694;37.414033;CC;CC;89.125094;30.00;0.00;;6;127.885498;37.496299;c348296;MU;30.00;0.00;;11.6;-109.22;31.25;1;1429.5;V;9367.70;13.71;0.76;193.71;-0.76;0.0;0.0;178.2;NLOS;20.00
16;127.861694;37.414033;CC;CC;89.125094;30.00;0.00;;13;127.974724;37.381805;c647257;MU;30.00;0.00;;39.4;-81.47;35.50;1;1429.5;V;10643.80;110.34;0.07;290.34;-0.07;0.0;0.0;150.5;NLOS;20.00
